Water Company Name,"Site Name
(EA Consents Database)","Site Name
(WaSC operational)
[optional]","EA Permit Reference
(EA Consents Database)","WaSC Supplementary Permit Ref.
[optional]",Activity Reference on Permit,Storm Discharge Asset Type,"Outlet Discharge NGR
(EA Consents Database)","WFD Waterbody ID (Cycle 2)
(discharge outlet)","WFD Waterbody Catchment Name (Cycle 2)
(discharge outlet)","Receiving Water / Environment (common name)
(EA Consents Database)",Shellfish Water (only populate for storm overflow with a Shellfish Water EDM requirement),Bathing Water (only populate for storm overflow with a Bathing Water EDM requirement),"Treatment Method
(over & above Storm Tank settlement / screening)",Initial EDM Commission Date,Total Duration (hrs) all spills prior to processing through 12-24h count method,Counted spills using 12-24h count method,Long-term average spill count,"No. full years EDM data
(years)","EDM Operation -
% of reporting period EDM operational","EDM Operation -
Reporting % -
Primary Reason <90%","EDM Operation -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Operational Review -
Primary Reason","High Spill Frequency -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Environmental Enhancement -
Planning Position (Hydraulic capacity)",Unique ID,Grid reference,Latitude,Longitude
Northumbrian Water,VICTORIA RD AT SANDOWN GARDENS CSO,VICTORIA RD AT SANDOWN GARDENS CSO,235/1933,6NW801181,,SO on sewer network,NZ2414661344,GB103023075670,Team from Source to Tyne,TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,80.87,53,25.08,10+ (installed pre-2013),100.00,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801181,NZ2414661344,54.946173,-1.6245785
Northumbrian Water,BENSHAM SIDINGS CSO,BENSHAM SIDINGS CSO,235/1894,6NW801182,,SO on sewer network,NZ2433260965,GB103023075670,Team from Source to Tyne,TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,136.27,52,39.07,8 (installed 2015),100.00,,,,,,6NW801182,NZ2433260965,54.942758,-1.6217068
Northumbrian Water,LOW FELL CSO,LOW FELL CSO,235/1961,6NW801183,,SO on sewer network,NZ2500060500,GB103023075670,Team from Source to Tyne,"TEAM, TRIBUTARY OF",,,Not Applicable,Commissioned in 2020 - full year data expected,24.25,31,15.13,3 (installed 2020),99.79,,,,,,6NW801183,NZ2500060500,54.938547,-1.6113198
Northumbrian Water,BENSHAM HOSPITAL CSO,BENSHAM HOSPITAL CSO,235/2009,6NW801184,,SO on sewer network,NZ2433260965,GB103023075670,Team from Source to Tyne,"TEAM, RIVER",,,Not Applicable,Commissioned pre-2016 - full year data expected,2.00,9,7.27,10+ (installed pre-2013),87.53,Comms failure / issue,Resolved - January after reporting year,,,,6NW801184,NZ2433260965,54.942758,-1.6217068
Northumbrian Water,CSO REDHEUGH BRIDGE,CSO REDHEUGH BRIDGE,235/1627,6NW801185,,SO on sewer network,NZ2440963160,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,100.10,44,42.64,10+ (installed pre-2013),73.08,Comms failure / issue,Resolved - Dec,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW801185,NZ2440963160,54.962479,-1.6203191
Northumbrian Water,CSO FORTH BANKS,CSO FORTH BANKS,235/1628,6NW801186,,SO on sewer network,NZ2474263431,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,61.82,43,33.26,10+ (installed pre-2013),92.02,,,,,,6NW801186,NZ2474263431,54.964898,-1.6150952
Northumbrian Water,MOOR ROAD SOUTH CSO,MOOR ROAD SOUTH CSO,235/1959,6NW801187,,SO on sewer network,NZ2468067410,GB103023075780,Ouse Burn from Source to Tyne,UNNAMED TRIB OF OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,51.75,23,7.84,10+ (installed pre-2013),99.74,,,,,,6NW801187,NZ2468067410,55.000656,-1.6157225
Northumbrian Water,CSO AT THREE MILE INN,CSO AT THREE MILE INN,235/1725,6NW801188,,SO on sewer network,NZ2432969572,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,3.25,5,9.91,10+ (installed pre-2013),99.99,,,,,,6NW801188,NZ2432969572,55.020101,-1.6210263
Northumbrian Water,NORTH GOSFORTH CSO,NORTH GOSFORTH CSO,226/1253,6NW801189,,SO on sewer network,NZ2487072379,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,149.25,37,25.25,10+ (installed pre-2013),86.14,Comms failure / issue,Resolved - January after reporting year,,,,6NW801189,NZ2487072379,55.045298,-1.612322
Northumbrian Water,NEDDERTON CSO,NEDDERTON CSO,226/1266,6NW801190,,SO on sewer network,NZ2497083200,GB103022076230,Sleek Burn / Hepscott Burn Source  to Tidal Limit,GREEN LETCH,,,Not Applicable,Commissioned pre-2016 - full year data expected,33.75,28,16.74,9 (installed 2014),99.11,,,,,,6NW801190,NZ2497083200,55.142528,-1.6098119
Northumbrian Water,THE GABLES CSO,THE GABLES CSO,224/0955,6NW801191,,SO on sewer network,NZ2604093470,362,Houndalea Letch to River Lyne,HOUNDALEE LETCH,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,2.50,10+ (installed pre-2013),52.50,Comms failure / issue,Scheduled,,,,6NW801191,NZ2604093470,55.234756,-1.5920851
Northumbrian Water,HEIGHINGTON CSO,HEIGHINGTON CSO,25/03/1240,6NW801192,,SO on sewer network,NZ2519021910,GB103025072596,Skerne from Demons Beck to Tees,DENE BECK (SKERNE CATCHMENT),,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,2,9.05,10+ (installed pre-2013),99.99,,,,,,6NW801192,NZ2519021910,54.591756,-1.6116863
Northumbrian Water,LEASINGTHORNE SPS CSO,LEASINGTHORNE SPS CSO,25/03/1268,6NW801193,A1,Storm discharge at pumping station,NZ2572230191,GB103025072450,Rushyford Beck from Source to Woodham Burn,RUSHYFORD BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,194.25,61,43.03,10+ (installed pre-2013),98.32,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW801193,NZ2572230191,54.666147,-1.6027295
Northumbrian Water,LEASINGTHORPE FARM CSO,LEASINGTHORPE FARM CSO,25/03/1252,6NW801194,,SO on sewer network,NZ2582930168,GB103025072450,Rushyford Beck from Source to Woodham Burn,RUSHYFORD BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,150.75,81,45.51,10+ (installed pre-2013),84.83,Comms failure / issue,Resolved - Mar,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW801194,NZ2582930168,54.665935,-1.6010726
Northumbrian Water,MAYFIELD CSO,MAYFIELD CSO,243/0972,6NW801195,,SO on sewer network,NZ2559034620,GB103024077350,Valley Burn from Source to Wear,VALLEY BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,218.75,57,49.80,10+ (installed pre-2013),94.35,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801195,NZ2559034620,54.705954,-1.6043893
Northumbrian Water,COW PLANTATION CSO,COW PLANTATION CSO,243/0973,6NW801196,,SO on sewer network,NZ2558834626,GB103024077350,Valley Burn from Source to Wear,"VALLEY BURN, RIVER WEAR",,,Not Applicable,Commissioned pre-2016 - full year data expected,35.50,16,20.85,10+ (installed pre-2013),90.04,,,,,,6NW801196,NZ2558834626,54.706008,-1.6044198
Northumbrian Water,DURHAM SKILL CENTRE CSO DU008,DURHAM SKILL CENTRE CSO DU008,244/1017,6NW801197,,SO on sewer network,NZ2540239889,GB103024077552,Browney from Deerness confl to Wear,GOAT'S BECK TRIB RIVER BROWNEY,,,Not Applicable,Commissioned pre-2016 - full year data expected,37.25,18,17.32,10+ (installed pre-2013),99.65,,,,,,6NW801197,NZ2540239889,54.753313,-1.606849
Northumbrian Water,GROVE TERRACE CSO DU005,GROVE TERRACE CSO DU005,244/1007,6NW801198,,SO on sewer network,NZ2555040913,GB103024077552,Browney from Deerness confl to Wear,RIVER BROWNEY,,,Not Applicable,Commissioned pre-2016 - full year data expected,42.75,36,33.60,10+ (installed pre-2013),97.70,,,,,,6NW801198,NZ2555040913,54.762507,-1.6044599
Northumbrian Water,STONEBRIDGE SEWAGE PUMPING STATION,STONEBRIDGE SEWAGE PUMPING STATION,244/0491,6NW801199,,Storm discharge at pumping station,NZ2577041500,GB103024077551,Browney from Smallhope Burn Deerness confl,BROWNEY,,,Not Applicable,Commissioned in 2021 - full year data expected,271.84,50,48.32,3 (installed 2020),99.93,,,N/A - Ongoing investigation,Scheduled,,6NW801199,NZ2577041500,54.767771,-1.6009892
Northumbrian Water,TOLL HOUSE ROAD CSO,TOLL HOUSE ROAD CSO,244/1001,6NW801200,,SO on sewer network,NZ2557142518,GB103024077551,Browney from Smallhope Burn Deerness confl,RIVER BROWNEY,,,Not Applicable,Commissioned pre-2016 - full year data expected,102.00,53,52.08,10 (installed 2013),97.41,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801200,NZ2557142518,54.776929,-1.6039929
Northumbrian Water,WALDRIDGE ROAD CSO CH 13,WALDRIDGE ROAD CSO CH 13,245/1305,6NW801201,,SO on sewer network,NZ2528050380,GB103024077560,Cong Burn from Source to Twizell Burn,CONG BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,2.00,4,2.42,10+ (installed pre-2013),97.74,,,,,,6NW801201,NZ2528050380,54.847593,-1.6078334
Northumbrian Water,PELTON FELL ROAD 3 CSO CH14,PELTON FELL ROAD 3 CSO CH14,245/1314,6NW801202,,SO on sewer network,NZ2589751664,GB103024077600,Cong Burn from Twizell Burn to Wear,CHESTER BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,94.75,44,39.87,10+ (installed pre-2013),99.99,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_IMP4 driver - Stage 4: Potential spill reduction scheme - Not yet on current WINEP/AMP or Green Recovery,6NW801202,NZ2589751664,54.8591,-1.5981104
Northumbrian Water,PELTON CSO,PELTON CSO,245/E/0391,6NW801203,,SO on sewer network,NZ2536552618,GB103024077600,Cong Burn from Twizell Burn to Wear,STELLA GILL,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,5.43,10+ (installed pre-2013),94.56,,,,,,6NW801203,NZ2536552618,54.8677,-1.606314
Northumbrian Water,ELWIN PLACE CSO,ELWIN PLACE CSO,245/1275,6NW801204,,SO on sewer network,NZ2549052510,GB103024077600,Cong Burn from Twizell Burn to Wear,TRIB OF CONG BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,64.00,42,20.42,10+ (installed pre-2013),98.30,,,,,,6NW801204,NZ2549052510,54.866723,-1.604376
Northumbrian Water,SOUTHFIELDS CSO,SOUTHFIELDS CSO,245/1280,6NW801205,,SO on sewer network,NZ2548652509,GB103024077600,Cong Burn from Twizell Burn to Wear,"CHESTER BURN, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,46.75,14,9.95,10 (installed 2013),83.67,Comms failure / issue,Resolved - Oct,,,,6NW801205,NZ2548652509,54.866715,-1.6044384
Northumbrian Water,THE BROOMS NORTH CSO,THE BROOMS NORTH CSO,235/1843,6NW801206,,SO on sewer network,NZ2548054880,GB103023075670,Team from Source to Tyne,TRIB ROWLETCH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,4.25,7,2.33,10+ (installed pre-2013),97.03,,,,,,6NW801206,NZ2548054880,54.888021,-1.6043233
Northumbrian Water,THE OVAL CSO,THE OVAL CSO,235/1839,6NW801207,,SO on sewer network,NZ2547054860,GB103023075670,Team from Source to Tyne,TRIB ROWLETCH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,12.75,6,3.96,10+ (installed pre-2013),89.03,Comms failure / issue,Resolved - Feb,,,,6NW801207,NZ2547054860,54.887842,-1.604481
Northumbrian Water,LAMESLEY SSO,LAMESLEY SSO,235/D/0266,6NW801208,,SO on sewer network,NZ2520057800,GB103023075670,Team from Source to Tyne,TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,556.25,53,21.58,10+ (installed pre-2013),99.53,,,,,,6NW801208,NZ2520057800,54.914275,-1.6084338
Northumbrian Water,SEVENTH AVENUE CSO,SEVENTH AVENUE CSO,235/F/0652,6NW801209,,SO on sewer network,NZ2462059510,GB103023075670,Team from Source to Tyne,RIVER TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,44.75,10,4.77,9 (installed 2014),10.84,Installation set-up/design issue,Resolved - Nov,,,,6NW801209,NZ2462059510,54.929669,-1.6173353
Northumbrian Water,CHOWDENE CSO,CHOWDENE CSO,235/F/0655,6NW801210,,SO on sewer network,NZ2580559497,GB103023075670,Team from Source to Tyne,"TEAM, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,53.25,45,28.23,10+ (installed pre-2013),99.97,,,,,,6NW801210,NZ2580559497,54.929493,-1.598845
Northumbrian Water,HIGH WEST STREET CSO (G066),HIGH WEST STREET CSO (G066),235/1927,6NW801211,,SO on sewer network,NZ2519163597,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,171.50,81,65.28,10+ (installed pre-2013),99.99,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801211,NZ2519163597,54.966367,-1.6080682
Northumbrian Water,PIPEWELLGATE PUMPING STATION,PIPEWELLGATE PUMPING STATION,235/1664,6NW801212,235/1664-01,Storm discharge at pumping station,NZ2520063600,GB510302310200,TYNE,TYNE SALINE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,0.34,10+ (installed pre-2013),99.99,,,,,,6NW801212,NZ2520063600,54.966394,-1.6079273
Northumbrian Water,QUAYSIDE (HILLGATE STREET CSO),QUAYSIDE (HILLGATE STREET CSO),EPRBP3721GX,6NW801213,,SO on sewer network,NZ2542263774,8,River Tyne,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,0.60,10+ (installed pre-2013),99.99,,,,,,6NW801213,NZ2542263774,54.967946,-1.6044446
Northumbrian Water,TURNBERRY WAY CSO,TURNBERRY WAY CSO,235/1964,6NW801214,,SO on sewer network,NZ2549668514,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.00,10+ (installed pre-2013),99.38,,,,,,6NW801214,NZ2549668514,55.010536,-1.6028687
Northumbrian Water,GREEN CRESCENT CSO (NTY 006),GREEN CRESCENT CSO (NTY 006),226/1255,6NW801215,,SO on sewer network,NZ2567873505,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.34,10+ (installed pre-2013),99.99,,,,,,6NW801215,NZ2567873505,55.055375,-1.5995763
Northumbrian Water,WANSBECK ROAD CSO (NTY 007),WANSBECK ROAD CSO (NTY 007),226/1256,6NW801216,,SO on sewer network,NZ2585173432,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,6.29,10+ (installed pre-2013),99.90,,,,,,6NW801216,NZ2585173432,55.05471,-1.5968749
Northumbrian Water,NELSON VILLAGE CSO,NELSON VILLAGE CSO,226/1235,6NW801217,,SO on sewer network,NZ2594278700,GB103022077052,Blyth from Pont to Tidal Limit,THE HORTON BURN (R BLYTH),,,Not Applicable,Commissioned pre-2016 - full year data expected,129.25,24,12.97,10+ (installed pre-2013),99.87,,,,,,6NW801217,NZ2594278700,55.102042,-1.5949728
Northumbrian Water,BRIARDALE CSO,BRIARDALE CSO,NPSWQD000519,6NW801218,,SO on sewer network,NZ2595282604,GB103022076230,Sleek Burn / Hepscott Burn Source  to Tidal Limit,UNNAMED TRIB SLEEK BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,2.25,5,5.17,10+ (installed pre-2013),99.97,,,,,,6NW801218,NZ2595282604,55.137122,-1.594461
Northumbrian Water,WILLOW BRIDGE CSO,WILLOW BRIDGE CSO,226/1239,6NW801219,,SO on sewer network,NZ2567083650,GB103022076230,Sleek Burn / Hepscott Burn Source  to Tidal Limit,THE SLEEK BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,60.50,37,29.10,10 (installed 2013),99.99,,,,,,6NW801219,NZ2567083650,55.146536,-1.5987901
Northumbrian Water,CLEASEWELL HILL SPS,CLEASEWELL HILL SPS,NPSWQD007427,6NW801220,NPSWQD007427-01,Storm discharge at pumping station,NZ2564785809,GB103022077062,Wansbeck from Bothal Burn to North Sea,WANSBECK (SALINE ESTUARY),,,Not Applicable,Commissioned pre-2016 - full year data expected,89.25,45,37.05,10+ (installed pre-2013),99.67,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801220,NZ2564785809,55.165937,-1.5989565
Northumbrian Water,BOTHAL COTTAGES,BOTHAL COTTAGES,225/1028,6NW801221,,SO on sewer network,NZ2569086890,GB103022077062,Wansbeck from Bothal Burn to North Sea,UNNAMED TRIB OF R WANSBECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.75,2,2.15,10+ (installed pre-2013),93.53,,,,,,6NW801221,NZ2569086890,55.175649,-1.5981839
Northumbrian Water,WIDDRINGTON CSO,WIDDRINGTON CSO,224/0995,6NW801222,,SO on sewer network,NZ2570493603,GB103022076820,Lyne from Source to Tidal Limit,LINTON BURN (RIVER LYNE),,,Not Applicable,Commissioned pre-2016 - full year data expected,0.37,1,2.15,10+ (installed pre-2013),99.92,,,,,,6NW801222,NZ2570493603,55.235968,-1.5973563
Northumbrian Water,EDINBURGH DRIVE CSO,EDINBURGH DRIVE CSO,253/1076,6NW801223,,SO on sewer network,NZ2634713714,GB103025072190,Tees from River Greta to River Skerne,TEES TRIBUTARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,11.50,7,5.71,10+ (installed pre-2013),93.90,,,,,,6NW801223,NZ2634713714,54.518043,-1.5945124
Northumbrian Water,20 PEARSON STREET CSO SE 009,20 PEARSON STREET CSO SE 009,243/1000,6NW801224,,SO on sewer network,NZ2837033580,GB103024077410,Croxdale Beck from Source to Wear,"EAST HOWLE BECK, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,1.81,10+ (installed pre-2013),99.66,,,,,,6NW801224,NZ2837033580,54.69646,-1.5613487
Northumbrian Water,ATTWOOD TERRACE CSO SE008,ATTWOOD TERRACE CSO SE008,243/1002,6NW801225,,SO on sewer network,NZ2654535606,GB103024077464,Wear from Gaunless to Browney,NICKY NACK BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,3.00,6,8.04,10+ (installed pre-2013),98.45,,,,,,6NW801225,NZ2654535606,54.714765,-1.5894796
Northumbrian Water,SUNDERLAND BRIDGE CSO,SUNDERLAND BRIDGE CSO,243/D/0368,6NW801226,,SO on sewer network,NZ2654837751,GB103024077464,Wear from Gaunless to Browney,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,239.75,59,49.20,10+ (installed pre-2013),99.65,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801226,NZ2654837751,54.734041,-1.5892383
Northumbrian Water,CROSS STREET CSO,CROSS STREET CSO,243/0916,6NW801227,,SO on sewer network,NZ2654837751,GB103024077464,Wear from Gaunless to Browney,WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,3,2.84,10+ (installed pre-2013),97.92,,,,,,6NW801227,NZ2654837751,54.734041,-1.5892383
Northumbrian Water,WADDINGTON STREET CSO,WADDINGTON STREET CSO,245/1287,6NW801228,,SO on sewer network,NZ2671042670,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.00,10+ (installed pre-2013),99.99,,,,,,6NW801228,NZ2671042670,54.778236,-1.5862724
Northumbrian Water,ATHERTON STREET CSO,ATHERTON STREET CSO,245/1321,6NW801229,,SO on sewer network,NZ2687642591,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,FLASS BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,4.31,10+ (installed pre-2013),96.82,,,,,,6NW801229,NZ2687642591,54.777517,-1.583699
Northumbrian Water,HIGH CARR ROAD CSO,HIGH CARR ROAD CSO,245/1300,6NW801230,,SO on sewer network,NZ2649144069,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,"WEAR, TRIBUTARY OF",,,Not Applicable,Commissioned pre-2016 - full year data expected,314.90,96,86.34,10+ (installed pre-2013),99.99,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801230,NZ2649144069,54.790819,-1.5895498
Northumbrian Water,PITY ME ROUNDABOUT CSO,PITY ME ROUNDABOUT CSO,245/1354,6NW801231,,SO on sewer network,NZ2639045940,GB103024077622,Blackdene Burn to confluence with Wear,PITY ME BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,69.75,30,20.58,10+ (installed pre-2013),98.79,,,,,,6NW801231,NZ2639045940,54.807638,-1.5909508
Northumbrian Water,HIGH PITTINGTON STW CSO,HIGH PITTINGTON STW CSO,245/E/0065,6NW801232,,SO on sewer network,NZ3328043830,GB103024077540,Pittington Beck from Coalford to Old Durham Beck,COALFORD BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,2.00,7,3.36,10+ (installed pre-2013),78.99,Sensor failure / issue,Resolved - Jun,,,,6NW801232,NZ3328043830,54.788269,-1.4840025
Northumbrian Water,PLAWSWORTH CSO MH1,PLAWSWORTH CSO MH1,245/E/0213,6NW801233,,SO on sewer network,NZ2646447467,GB103024077622,Blackdene Burn to confluence with Wear,BLACK DENE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,39.50,28,58.86,10+ (installed pre-2013),99.59,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801233,NZ2646447467,54.821356,-1.5896606
Northumbrian Water,WARKWORTH DRIVE CSO,WARKWORTH DRIVE CSO,245/1115,6NW801234,,SO on sewer network,NZ2654049880,GB103024077623,South Burn to confluence with Wear,SOUTH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,2,0.43,10+ (installed pre-2013),96.88,,,,,,6NW801234,NZ2654049880,54.843035,-1.5882574
Northumbrian Water,PELTON FELL ROAD CSO,PELTON FELL ROAD CSO,245/1335,6NW801235,,SO on sewer network,NZ2677251763,GB103024077600,Cong Burn from Twizell Burn to Wear,CHESTER BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,355.75,68,40.39,10+ (installed pre-2013),92.41,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW801235,NZ2677251763,54.859944,-1.5844711
Northumbrian Water,OUSTON VILLA FARM CSO,OUSTON VILLA FARM CSO,235/1878,6NW801236,,SO on sewer network,NZ2648053780,GB103023075670,Team from Source to Tyne,ROWLETCH BURN 9RIVER TEAM),,,Not Applicable,Commissioned pre-2016 - full year data expected,56.25,11,15.43,10+ (installed pre-2013),89.89,Comms failure / issue,Resolved - Nov,,,,6NW801236,NZ2648053780,54.878085,-1.5888355
Northumbrian Water,WESTLINE INDUSTRIAL ESTATE CSO,WESTLINE INDUSTRIAL ESTATE CSO,235/1872,6NW801237,,SO on sewer network,NZ2648055681,GB103023075670,Team from Source to Tyne,ROWLETCH BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,22.00,6,2.85,10+ (installed pre-2013),99.99,,,,,,6NW801237,NZ2648055681,54.895167,-1.5886616
Northumbrian Water,LANSBURY DRIVE CSO,LANSBURY DRIVE CSO,235/1885,6NW801238,,SO on sewer network,NZ2612056580,GB103023075670,Team from Source to Tyne,RIVER TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,108.25,37,20.24,10+ (installed pre-2013),99.25,,,,,,6NW801238,NZ2612056580,54.903264,-1.5941933
Northumbrian Water,WOODFORD NO 22 STORM OVERFLOW,WOODFORD NO 22 STORM OVERFLOW,235/1520,6NW801239,,SO on sewer network,NZ2544058540,GB103023075670,Team from Source to Tyne,TEAM TRIB,,,Not Applicable,Commissioned pre-2016 - full year data expected,14.25,38,36.95,10+ (installed pre-2013),97.51,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW801239,NZ2544058540,54.920912,-1.6046249
Northumbrian Water,BLACK LANE CSO,BLACK LANE CSO,235/1963,6NW801240,,SO on sewer network,NZ2674457739,GB103023075670,Team from Source to Tyne,LONGACRE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,24.50,27,22.32,10+ (installed pre-2013),94.98,,,,,,6NW801240,NZ2674457739,54.913646,-1.5843552
Northumbrian Water,NO2 ESKDALE GARDENS CSO,NO2 ESKDALE GARDENS CSO,235/1442,6NW801241,,SO on sewer network,NZ2580559497,GB103023075670,Team from Source to Tyne,TEAM,,,Not Applicable,Commissioned pre-2016 - full year data expected,277.25,77,42.32,10+ (installed pre-2013),99.66,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW801241,NZ2580559497,54.929493,-1.598845
Northumbrian Water,SOUTH SHORE ROAD CSO,SOUTH SHORE ROAD CSO,235/1661,6NW801242,,SO on sewer network,NZ2653363864,GB510302310200,TYNE,TYNE SALINE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,189.17,70,45.22,10+ (installed pre-2013),89.29,Sensor failure / issue,Resolved - Jul,N/A - Ongoing investigation,Scheduled,,6NW801242,NZ2653363864,54.968697,-1.5870832
Northumbrian Water,ALBANY ROAD/SALTMEADOWS ROAD CSO,ALBANY ROAD/SALTMEADOWS ROAD CSO,235/1659,6NW801243,,SO on sewer network,NZ2669063657,GB510302310200,TYNE,TYNE SALINE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,57.00,47,30.16,10+ (installed pre-2013),100.00,,,,,,6NW801243,NZ2669063657,54.966829,-1.5846501
Northumbrian Water,FOUNDRY LANE NO 3 CSO,FOUNDRY LANE NO 3 CSO,235/1947,6NW801244,,SO on sewer network,NZ2628764563,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,202.17,74,41.48,10 (installed 2013),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW801244,NZ2628764563,54.974991,-1.5908618
Northumbrian Water,FOUNDRY LANE NO1 CSO,FOUNDRY LANE NO1 CSO,235/1528,6NW801245,,SO on sewer network,NZ2624564671,GB510302310200,TYNE,OUSE BURN ESTUARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,22.67,25,35.59,10+ (installed pre-2013),97.29,,,,,,6NW801245,NZ2624564671,54.975964,-1.5915081
